Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsamtsbezirk;Sozialrathausbezirk;Sozialbezirk;Polizeirevier;Postleitzahl
2345;"Theodor-Stern-Kai";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2346;"Theodor-Storm-Straße";"";"";"";"";"";"9 ";"Ginnheim";"441";"9.67";" 9";"A2";38;"12";60431
2347;"Theodor-Thomas-Straße";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2348;"Thielenstraße";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
2349;"Thiotmannstraße";"";"";"";"";"";"6 ";"Höchst";"570";"6.44";"6C";"A7";54;"17";65929
2350;"Thomasiusstraße";"";"";"";"";"";"3 ";"Nordend-Ost";"130";"3.20";" 3";"A1";14;"3";60316
2351;"Thomas-Mann-Straße";"";"";"";"";"";"8 ";"Niederursel";"482";"8.64";" 8";"A2";44;"14";60439
2352;"Thomestraße";"";"";"";"";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
2353;"Thorwaldsenplatz";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2354;"Thorwaldsenstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2355;"Throner Straße";"";"";"";"";"";"4 ";"Bornheim";"271";"4.23";" 4";"A1";15;"6";60385
2356;"Thudichumstraße";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
2357;"Thünenstraße";"";"";"";"";"";"11";"Riederwald";"262";"11.76";"11";"A1";17;"18";60386
2358;"Thüringer Straße";"ungerade";"1";"";"13";"";"4 ";"Ostend";"140";"4.26";" 4";"A1";6;"5";60316
2358;"Thüringer Straße";"ungerade";"19";"";"35";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
2359;"Tiberiusstraße";"";"";"";"";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
2360;"Tillystraße";"";"";"";"";"";"6 ";"Nied";"561";"6.42";"6A";"A7";53;"17";65934
2361;"Tilsiter Straße";"";"";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
2362;"Tiroler Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2363;"Tischbeinstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2364;"Titusstraße";"gerade";"2";"";"18";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
2364;"Titusstraße";"gerade";"22";"";"82";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
2364;"Titusstraße";"ungerade";"3";"";"35";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
2364;"Titusstraße";"ungerade";"37";"";"73";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
2365;"Töngesgasse";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2366;"Töplitzstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2367;"Tornowstraße";"";"";"";"";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"13";60486
2368;"Tränkweg";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
2369;"Trajanstraße";"";"";"";"";"";"8 ";"Heddernheim";"432";"8.62";" 8";"A2";36;"14";60439
2370;"Trakehner Straße";"";"";"";"";"";"7 ";"Bockenheim";"343";"7.57";" 2";"A4";26;"11";60487
2371;"Treburer Straße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
2372;"Treisberger Straße";"";"";"";"";"";"8 ";"Praunheim";"426";"8.62";" 7";"A2";36;"14";60439
2373;"Im Trieb";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"6";60389
2374;"Trifelsstraße";"";"";"";"";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
2375;"Triftstraße";"gerade";"2";"";"18";"";"5 ";"Niederrad";"371";"5.35";"5B";"A6";28;"10";60528
2375;"Triftstraße";"gerade";"24";"";"34";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
2375;"Triftstraße";"ungerade";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
2376;"Trümpertstraße";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
2377;"Turmstraße";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
2378;"Überlinger Weg";"gerade";"2";"";"18";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
2378;"Überlinger Weg";"gerade";"20";"";"30";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
2378;"Überlinger Weg";"ungerade";"1";"";"13";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
2378;"Überlinger Weg";"ungerade";"15";"";"23";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60386
2380;"Uhlandstraße";"";"";"";"";"";"4 ";"Ostend";"140";"4.26";" 4";"A1";6;"5";60314
2381;"Uhlfelderstraße";"";"";"";"";"";"11";"Fechenheim";"520";"11.78";"11";"A1";49;"18";60314
2382;"Ulmenstraße";"";"";"";"";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
2383;"Ulrichstraße";"gerade";"4";"";"50";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
2383;"Ulrichstraße";"gerade";"64";"";"100";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
2383;"Ulrichstraße";"ungerade";"1";"";"19";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
2383;"Ulrichstraße";"ungerade";"25";"";"131";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
2384;"Unter den Akazien";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2385;"Unter den Birken";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2386;"Unter den Buchen";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2387;"Unter den Eichen";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2388;"Unter den Eschen";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2389;"Unter den Kastanien";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2390;"Unter den Linden";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2391;"Unter den Platanen";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2392;"Unter der Friedensbrücke";"";"";"";"";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60327
2392;"Unter der Friedensbrücke";"";"";"";"";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60329
2393;"Unterer Atzemer";"";"";"";"";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
2394;"Unterer Kalbacher Weg";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2395;"Unterlindau";"gerade";"10";"";"32";"";"2 ";"Westend-Süd";"110";"2.10";" 2";"A4";4;"3";60323
2395;"Unterlindau";"gerade";"44";"";"80";"";"2 ";"Westend-Süd";"180";"2.10";" 2";"A4";4;"3";60323
2395;"Unterlindau";"ungerade";"1";"";"33";"";"2 ";"Westend-Süd";"110";"2.10";" 2";"A4";4;"3";60323
2395;"Unterlindau";"ungerade";"43";"";"87";"";"2 ";"Westend-Süd";"180";"2.10";" 2";"A4";4;"3";60323
2396;"Untermainanlage";"gerade";"";"";"";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
2396;"Untermainanlage";"ungerade";"1";"";"9";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
2396;"Untermainanlage";"ungerade";"11";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
2397;"Untermainbrücke";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2397;"Untermainbrücke";"";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
2397;"Untermainbrücke";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"321";"5.32";"5A";"A6";21;"8";60594
2397;"Untermainbrücke";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"321";"5.32";"5A";"A6";21;"8";60596
2397;"Untermainbrücke";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60594
2397;"Untermainbrücke";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60596
2398;"Untermainkai";"gerade";"12";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
2398;"Untermainkai";"gerade";"2";"";"4";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2398;"Untermainkai";"gerade";"20";"";"44";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
2398;"Untermainkai";"gerade";"66";"";"84";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60329
2398;"Untermainkai";"ungerade";"1";"";"5";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2398;"Untermainkai";"ungerade";"13";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
2398;"Untermainkai";"ungerade";"17";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60329
2398;"Untermainkai";"ungerade";"19";"";"31";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
2398;"Untermainkai";"ungerade";"69";"";"83";"A";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60329
2399;"Unterschweinstiege";"";"";"";"";"";"5 ";"Flughafen";"327";"5.34";"5A";"A6";23;"19";60549
2400;"Unterster Zwerchweg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
2401;"Unterweg";"";"";"";"";"";"3 ";"Nordend-West";"120";"3.21";" 3";"A1";5;"3";60318
2402;"Ursinusstraße";"";"";"";"";"";"2 ";"Bockenheim";"163";"2.15";" 2";"A4";10;"13";60486
2403;"Usinger Straße";"";"";"";"";"";"4 ";"Bornheim";"271";"4.23";" 4";"A1";15;"6";60389
2404;"Varrentrappstraße";"gerade";"";"";"";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60486
2404;"Varrentrappstraße";"ungerade";"47";"";"75";"";"2 ";"Bockenheim";"341";"2.13";" 2";"A4";25;"13";60486
2404;"Varrentrappstraße";"ungerade";"7";"";"9";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60486
2405;"Vatterstraße";"";"";"";"";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"18";60386
2406;"Vereinsstraße";"";"";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60389
2407;"Viehtrieb";"";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
2407;"Viehtrieb";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
2408;"Vierhäusergasse";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
2409;"Vilbeler Landstraße";"gerade";"142";"";"174";"A";"11";"Seckbach";"390";"11.75";"11";"A1";31;"18";60388
2409;"Vilbeler Landstraße";"gerade";"176";"";"248";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2409;"Vilbeler Landstraße";"gerade";"4";"";"36";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
2409;"Vilbeler Landstraße";"gerade";"46";"";"124";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2409;"Vilbeler Landstraße";"ungerade";"149";"";"151";"";"11";"Seckbach";"390";"11.75";"11";"A1";31;"18";60388
2409;"Vilbeler Landstraße";"ungerade";"177";"";"255";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2409;"Vilbeler Landstraße";"ungerade";"3";"";"27";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
2409;"Vilbeler Landstraße";"ungerade";"41";"";"91";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2410;"Vilbeler Straße";"gerade";"";"";"";"";"1 ";"Innenstadt";"060";"1.02";" 1";"A1";1;"1";60313
2410;"Vilbeler Straße";"ungerade";"";"";"";"";"1 ";"Innenstadt";"070";"1.01";" 1";"A1";1;"1";60313
2411;"Voelckerstraße";"";"";"";"";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
2412;"Völklinger Weg";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
2413;"Vogelsbergstraße";"";"";"";"";"";"3 ";"Nordend-Ost";"221";"3.19";" 3";"A1";13;"3";60316
2414;"Vogelstraße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
2415;"Vogelweidstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2416;"Vogesenstraße";"";"";"";"";"";"6 ";"Schwanheim";"531";"6.38";"6A";"A6";50;"10";60529
2417;"Vogtstraße";"gerade";"44";"";"70";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
2417;"Vogtstraße";"gerade";"74";"";"82";"";"2 ";"Westend-Nord";"191";"2.09";" 2";"B3";4;"3";60322
2417;"Vogtstraße";"ungerade";"33";"";"37";"";"3 ";"Nordend-West";"203";"3.16";" 3";"B3";11;"3";60322
2417;"Vogtstraße";"ungerade";"39";"";"45";"";"2 ";"Westend-Nord";"191";"2.09";" 2";"B3";4;"3";60322
2418;"Voltastraße";"";"";"";"";"";"2 ";"Bockenheim";"342";"2.14";" 2";"A4";10;"13";60486
2419;"Vorm Wald";"";"";"";"";"";"6 ";"Nied";"562";"6.43";"6A";"A7";53;"16";65934
2420;"Wachtelweg";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
2421;"Wächtersbacher Straße";"";"";"";"";"";"11";"Fechenheim";"510";"11.77";"11";"A1";48;"18";60386
2422;"Wagengasse";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
2423;"Waidmannstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"322";"5.33";"5A";"A6";21;"8";60596
2424;"Waitzstraße";"";"";"";"";"";"4 ";"Ostend";"252";"4.25";" 4";"A1";16;"5";60385
2425;"Waldecker Straße";"";"";"";"";"";"9 ";"Dornbusch";"462";"9.69";" 9";"B3";41;"12";60433
2429;"Waldfriedstraße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
2430;"Waldmeisterpfad";"";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
2431;"Waldschmidtstraße";"gerade";"2";"";"30";"";"4 ";"Ostend";"140";"4.26";" 4";"A1";6;"5";60316
2431;"Waldschmidtstraße";"gerade";"34";"";"52";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
2431;"Waldschmidtstraße";"gerade";"98";"";"124";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60314
2431;"Waldschmidtstraße";"ungerade";"1";"";"69";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60316
2431;"Waldschmidtstraße";"ungerade";"71";"";"131";"";"4 ";"Ostend";"251";"4.25";" 4";"A1";16;"5";60314
2432;"Waldschulstraße";"gerade";"";"";"";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
2432;"Waldschulstraße";"ungerade";"1";"";"65";"";"6 ";"Griesheim";"552";"6.41";"6A";"A3";52;"16";65933
2432;"Waldschulstraße";"ungerade";"79";"";"159";"";"6 ";"Griesheim";"542";"6.40";"6A";"A3";52;"16";65933
2433;"Waldstraße";"";"";"";"";"";"5 ";"Niederrad";"372";"5.36";"5B";"A6";28;"10";60528
2434;"Wallauer Straße";"";"";"";"";"";"1 ";"Gallus";"165";"1.08";" 1";"A3";8;"4";60326
2435;"Walldorfer Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2437;"Wallstraße";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
2438;"Walter-Kolb-Straße";"gerade";"18";"";"24";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60594
2438;"Walter-Kolb-Straße";"gerade";"2";"";"16";"A";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
2438;"Walter-Kolb-Straße";"ungerade";"1";"";"13";"C";"5 ";"Sachsenhausen-Nord";"300";"5.31";"5A";"A6";20;"8";60594
2438;"Walter-Kolb-Straße";"ungerade";"17";"";"23";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60594
2439;"Walter-vom-Rath-Straße";"";"";"";"";"";"2 ";"Westend-Nord";"192";"2.09";" 2";"B3";4;"12";60320
2440;"Wanebachstraße";"";"";"";"";"";"9 ";"Dornbusch";"463";"9.69";" 9";"B3";41;"12";60320
2441;"Wartburgstraße";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
2442;"I. Wartegäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2443;"II. Wartegäßchen";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2444;"Wasgaustraße";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
2445;"Wasserhofstraße";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
2447;"Wasserweg";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"331";"5.31";"5A";"A6";20;"8";60594
2454;"Weberstraße";"gerade";"26";"";"72";"";"3 ";"Nordend-West";"211";"3.19";" 3";"A1";12;"3";60318
2454;"Weberstraße";"gerade";"4";"";"22";"";"3 ";"Nordend-West";"120";"3.21";" 3";"A1";5;"3";60318
2454;"Weberstraße";"gerade";"74";"";"96";"";"3 ";"Nordend-West";"212";"3.17";" 3";"A1";12;"3";60318
2454;"Weberstraße";"ungerade";"1";"";"15";"";"3 ";"Nordend-West";"120";"3.21";" 3";"A1";5;"3";60318
2454;"Weberstraße";"ungerade";"21";"";"59";"";"3 ";"Nordend-West";"211";"3.19";" 3";"A1";12;"3";60318
2454;"Weberstraße";"ungerade";"63";"";"91";"";"3 ";"Nordend-West";"212";"3.17";" 3";"A1";12;"3";60318
2455;"Weckerlinstraße";"";"";"";"";"";"6 ";"Höchst";"570";"6.44";"6C";"A7";54;"17";65929
2456;"Weckmarkt";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2457;"Wed";"";"";"";"";"";"6 ";"Höchst";"591";"6.46";"6C";"A7";54;"17";65929
2458;"Wegscheidestraße";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
2459;"Wehrheimer Straße";"";"";"";"";"";"4 ";"Bornheim";"271";"4.23";" 4";"A1";15;"6";60389
2460;"Wehrhofstraße";"";"";"";"";"";"7 ";"Rödelheim";"401";"7.55";" 7";"A4";32;"11";60489
2461;"Wehrstraße";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
2462;"Weidenauer Straße";"";"";"";"";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2463;"Weidenbornstraße";"gerade";"20";"";"40";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60389
2463;"Weidenbornstraße";"gerade";"4";"";"";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
2463;"Weidenbornstraße";"gerade";"44";"";"";"";"3 ";"Nordend-Ost";"222";"3.18";" 3";"A1";13;"6";60389
2463;"Weidenbornstraße";"ungerade";"3";"";"11";"";"4 ";"Bornheim";"272";"4.22";" 4";"A1";18;"6";60385
2463;"Weidenbornstraße";"ungerade";"33";"";"51";"";"4 ";"Bornheim";"271";"4.23";" 4";"A1";15;"6";60389
2463;"Weidenbornstraße";"ungerade";"53";"";"";"";"3 ";"Nordend-Ost";"222";"3.18";" 3";"A1";13;"6";60389
2464;"Weiherstraße";"";"";"";"";"";"4 ";"Ostend";"140";"4.26";" 4";"A1";6;"5";60314
2465;"Weilbacher Straße";"";"";"";"";"";"1 ";"Gallus";"164";"1.08";" 1";"A3";8;"16";60326
2466;"Weilbrunnstraße";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
2467;"Weilburger Straße";"";"";"";"";"";"1 ";"Gallus";"153";"1.05";" 1";"A3";7;"4";60326
2468;"Weinbergstraße";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
2469;"Weinstraße";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
2470;"Weisbachstraße";"";"";"";"";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
2471;"Weismüllerstraße";"";"";"";"";"";"4 ";"Ostend";"261";"4.27";" 4";"A1";6;"5";60314
2472;"Weißadlergasse";"";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2473;"Weißdornweg";"";"";"";"";"";"10";"Frankfurter Berg";"492";"10.71";"10";"A2";46;"14";60433
2474;"Weißfrauenstraße";"gerade";"";"";"";"";"1 ";"Innenstadt";"040";"1.03";" 1";"A1";1;"1";60311
2474;"Weißfrauenstraße";"ungerade";"";"";"";"";"1 ";"Altstadt";"010";"1.01";" 1";"A1";1;"1";60311
2475;"Weißkirchener Weg";"gerade";"";"";"";"";"8 ";"Niederursel";"481";"8.63";" 8";"A2";43;"14";60439
2475;"Weißkirchener Weg";"ungerade";"";"";"";"";"8 ";"Niederursel";"482";"8.64";" 8";"A2";44;"14";60439
2476;"Weizengasse";"";"";"";"";"";"6 ";"Unterliederbach";"621";"6.51";"6C";"A7";57;"17";65929
2477;"Wellengasse";"";"";"";"";"";"5 ";"Oberrad";"380";"5.28";"5A";"A6";30;"8";60599
2478;"Welscher Weg";"ungerade";"43";"";"";"";"5 ";"Sachsenhausen-Süd";"326";"5.34";"5A";"A6";23;"10";60598
2478;"Welscher Weg";"ungerade";"45";"";"47";"";"5 ";"Sachsenhausen-Süd";"325";"5.34";"5A";"A6";23;"10";60598
2479;"Welschgrabenstraße";"";"";"";"";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
2480;"Wendelsplatz";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"324";"5.32";"5A";"A6";21;"8";60598
2480;"Wendelsplatz";"";"";"";"";"";"5 ";"Sachsenhausen-Nord";"331";"5.31";"5A";"A6";20;"8";60598
2480;"Wendelsplatz";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2480;"Wendelsplatz";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60598
2481;"Wendelsweg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
2482;"Wenzelweg";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
2483;"Werftstraße";"";"";"";"";"";"1 ";"Gutleutviertel";"151";"1.04";" 1";"A3";2;"4";60327
2484;"Werrastraße";"";"";"";"";"";"2 ";"Bockenheim";"350";"2.13";" 2";"A4";25;"13";60486
2485;"Wertheimer Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"332";"5.29";"5A";"A6";24;"8";60599
2488;"Weserstraße";"";"";"";"";"";"1 ";"Bahnhofsviertel";"090";"1.03";" 1";"A3";2;"4";60329
2489;"Westenbergerstraße";"";"";"";"";"";"6 ";"Sindlingen";"601";"6.47";"6B";"A7";55;"17";65931
2490;"Westendplatz";"";"";"";"";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
2491;"Westendstraße";"gerade";"2";"";"64";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
2491;"Westendstraße";"gerade";"68";"";"106";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60325
2491;"Westendstraße";"ungerade";"1";"";"73";"";"2 ";"Westend-Süd";"100";"2.11";" 2";"A4";3;"13";60325
2491;"Westendstraße";"ungerade";"75";"";"109";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60325
2492;"Westerbachstraße";"gerade";"10";"";"74";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
2492;"Westerbachstraße";"gerade";"110";"";"300";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2492;"Westerbachstraße";"ungerade";"1";"";"79";"";"7 ";"Rödelheim";"402";"7.56";" 7";"A4";33;"11";60489
2492;"Westerbachstraße";"ungerade";"81";"";"295";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2493;"Westerwaldstraße";"gerade";"18";"";"62";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
2493;"Westerwaldstraße";"gerade";"2";"";"16";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2493;"Westerwaldstraße";"ungerade";"1";"";"13";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2493;"Westerwaldstraße";"ungerade";"15";"";"55";"";"6 ";"Sossenheim";"631";"6.53";"6C";"A7";58;"17";65936
2494;"West-Höchster Straße";"gerade";"50";"";"";"";"6 ";"Zeilsheim";"604";"6.49";"6B";"A7";56;"17";65931
2494;"West-Höchster Straße";"gerade";"52";"";"110";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
2494;"West-Höchster Straße";"ungerade";"25";"";"";"";"6 ";"Zeilsheim";"604";"6.49";"6B";"A7";56;"17";65931
2494;"West-Höchster Straße";"ungerade";"51";"";"103";"";"6 ";"Zeilsheim";"611";"6.49";"6B";"A7";56;"17";65931
2495;"Westring";"";"";"";"";"";"7 ";"Praunheim";"423";"7.59";" 7";"A4";34;"11";60488
